,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Traj_type
57,4.796590492,4.220900055,4.407243502,4.072004179,4.18022074,3.335374542,4.414460268,4.455055752,3.860846025,2.676357421,3.025651598,2.257328267,2.807530626,3.378914697,3.343214539,2.722158841,3.000786437,2.879592616,3.807980629,4.814316556,4.837773865,6.240960056,6.652526884,4.248742687,1.887204658,0.183549362,0.643417794,0.258089024,0.279454318,-0.128004802,0.228514383,Retracing
58,4.529905918,4.065518913,3.824276656,4.263713381,4.058653031,4.665721979,5.526933149,5.486337665,5.037933958,5.417586377,6.611846066,6.773968843,6.870979729,7.606043695,7.641743853,6.572171018,4.155680116,3.947592252,3.36050747,3.726738083,2.628468781,2.506344694,-2.445852568,-4.234582949,-3.357423341,-4.113037691,-3.41340232,-3.084184768,-2.47891163,-1.041121488,-0.713560936,Congressing
59,3.559701881,2.672925049,2.638604322,3.047315762,3.695849201,3.759902307,3.85234193,4.0982813,3.24645237,2.905419427,2.65364046,2.815763237,3.021639458,2.99327123,3.040992934,2.416249313,3.89664388,4.017837701,5.511311855,6.305010782,7.855030772,10.38881045,11.3495493,12.86393594,13.49222903,12.20562039,12.94800259,12.4910877,11.59074268,11.9494442,11.3357726,Retracing
60,3.054778102,2.719513146,2.713666844,1.402785127,1.581816822,1.972612216,2.567398086,1.902902791,2.579221267,2.657744717,2.899843287,3.360550296,3.408613657,4.210085851,4.24450216,4.391408016,4.63967368,4.114523175,4.693848425,3.804825805,3.207597187,1.460504143,0.116572966,0.074136611,-1.271398797,-1.222449897,-1.10046295,-2.091187872,-1.983267536,-0.995063219,0.047516986,Congressing
61,4.357628838,4.310661863,5.215608579,5.220701481,5.18150241,5.535213363,5.706777311,5.657273352,6.407806333,6.774659275,6.978099711,6.89934868,6.942204379,6.985384833,8.191376217,6.956142943,8.00392436,8.955892762,9.95178231,10.62926311,8.032817207,3.533133452,-0.34601926,-0.556629136,-1.623759594,-0.589544507,-0.6177561,-1.435978337,-1.718171313,-1.112442589,-2.024402428,Retracing
62,3.914228467,3.837422027,3.794136785,4.157977585,3.843001588,3.762096696,4.25193905,4.456597703,4.354104578,4.093070345,3.940726541,3.818163439,3.822548192,3.720603889,2.091028959,2.237934815,1.871796699,0.457495408,1.452536923,3.444939032,2.83269345,1.58794602,0.693490383,0.031511775,-0.9601045,-1.586822268,-1.134809538,-0.74470556,1.110009839,2.013621316,2.838708416,Congressing
63,1.637389343,1.838890355,3.183100221,3.343603416,3.96069222,4.107063735,3.730925197,3.703710364,3.879525919,3.937166218,5.529037004,5.632070339,6.245563437,6.59470172,6.010034627,6.136799433,7.013137445,6.847826159,5.566665848,4.238959579,2.90199243,3.309993797,1.776232106,1.562662646,1.714520725,0.68606694,-0.527055706,0.955289173,1.57651458,1.49568353,3.364643193,Congressing
64,4.455905658,4.366021087,4.038665334,4.084949714,3.647911637,4.762255137,4.743068059,4.89210085,4.75850263,4.846936274,4.304214072,4.565683469,3.626497164,3.277358882,3.551773732,3.585676037,3.870322694,4.189112349,5.475667448,9.217653508,9.053501514,9.708778878,5.491154232,7.306503047,8.562321311,1.578940257,0.679052607,1.567661044,2.169806909,2.185995191,2.956099985,Retracing
65,2.910072519,2.916330667,2.592638416,2.566319777,1.413596304,1.96193451,1.946417792,1.903738129,1.170047695,-0.380321796,-1.304775699,-2.243437763,-2.25336715,-2.255110636,-2.214018844,-2.365324689,-2.013924527,-0.923250223,-0.569705974,0.471709184,3.432309893,4.711656372,1.98457915,1.736314905,1.462236253,1.774224755,2.294269483,2.860301652,3.612958738,4.191079602,2.338794494,Quasi-static
66,3.065963359,2.950864078,2.970710114,2.913530152,3.098005025,4.370792779,3.287423535,3.665049841,2.909067341,2.440217474,2.522539907,1.827775672,1.901001063,0.559798498,0.363120258,0.49278577,-0.06415374,0.507670313,0.355643327,3.591188678,3.649365403,3.910117642,4.956688465,5.134355608,2.377309606,1.715935482,1.871036817,3.509625295,4.209021812,3.907794116,4.838349365,Quasi-static
67,1.874849034,1.878075716,2.235092364,2.152930152,2.24547704,1.619677883,1.306646822,1.181493023,0.82193646,0.588930336,0.26262246,0.577275722,0.412894735,-0.490036419,-0.525124197,-0.382916471,-0.786207994,-1.524312019,-1.005805629,3.011634139,3.645032882,4.086545111,5.116533347,5.084524709,3.560731663,2.391430758,2.557544724,3.613596566,2.536207835,2.392657471,1.282862163,Quasi-static
